match_id,team1,team2,team1_win_rate,team2_win_rate,win_rate_diff,team1_recent_wins,team2_recent_wins,recent_diff,h2h_rate,team1_avg_acs,team2_avg_acs,acs_diff,target
648110,REJECT,Insomnia,0.667,0.6,0.067,2,3,-1,1.0,201.2,192.4,8.8,0
647404,T1 Academy,Dplus Esports,0.5,0.5,0.0,1,1,0,0.5,219.1,207.4,11.7,1
648490,TRENTITAS,Azure GC,0.0,0.0,0.0,0,0,0,0.5,158.8,208.1,-49.3,1
642932,Dragon Ranger Gaming,Wolves Esports,0.5,0.0,0.5,1,0,1,0.5,202.4,178.1,24.3,1
648491,Team HAQ,Matilda GC,0.0,0.0,0.0,0,0,0,0.5,171.7,224.0,-52.3,0
644718,FNATIC,Team Vitality,1.0,1.0,0.0,1,1,0,0.5,188.6,193.7,-5.1,1
644719,Team Liquid,Team Heretics,1.0,0.0,1.0,1,0,1,0.5,214.6,188.5,26.1,1
650920,OXEN,9z Team,0.5,0.5,0.0,0,0,0,0.5,199.8,212.4,-12.6,0
650882,Paysandu Esports,Remo Esports,0.4,0.4,0.0,2,2,0,1.0,203.1,188.7,14.4,1
650925,KRÜ SPARK,University War,0.5,0.5,0.0,0,0,0,0.5,192.8,228.2,-35.4,1
644658,DetonatioN FocusMe,T1,0.0,1.0,-1.0,0,1,-1,0.5,195.4,202.8,-7.4,0
642933,Nova Esports,Trace Esports,0.0,0.333,-0.333,0,1,-1,0.5,171.9,214.1,-42.2,0
644659,Nongshim RedForce,Kiwoom DRX,0.0,1.0,-1.0,0,1,-1,0.5,190.5,201.1,-10.6,0
642934,FunPlus Phoenix,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),0.667,0.333,0.333,2,1,1,0.5,192.8,204.2,-11.4,0
644720,FUT Esports,Natus Vincere,1.0,1.0,0.0,1,1,0,0.5,190.3,196.2,-5.9,1
644721,Gentle Mates,Karmine Corp,0.0,0.0,0.0,0,0,0,0.5,192.3,194.3,-2.0,1
645474,Sentinels,KRÜ Esports,0.5,0.5,0.0,0,0,0,0.5,170.4,214.4,-44.0,0
645475,G2 Esports,MIBR,0.5,0.5,0.0,0,0,0,0.5,196.8,217.6,-20.8,0
644660,Team Secret,Global Esports,0.0,1.0,-1.0,0,1,-1,0.5,170.3,207.4,-37.1,0
642935,All Gamers,TYLOO,0.667,0.667,0.0,2,2,0,0.5,188.8,215.9,-27.1,0
644661,Rex Regum Qeon,VARREL,1.0,0.0,1.0,1,0,1,0.5,179.9,187.9,-8.0,1
642936,EDward Gaming,Dragon Ranger Gaming,1.0,0.667,0.333,3,2,1,0.5,229.8,202.4,27.4,1
649766,Nuxeria Esport,Mandatory,0.5,0.6,-0.1,1,3,-2,0.5,180.8,195.2,-14.4,0
649801,GHOSTS,Fire Flux Esports,0.0,0.0,0.0,0,0,0,0.5,185.0,197.7,-12.7,0
651544,Dortmund eSports,CGN Esports,0.5,1.0,-0.5,1,2,-1,0.5,201.0,213.4,-12.4,0
649767,Caldya Esport,F9 EICAR,0.5,0.5,0.0,1,1,0,0.5,218.7,194.6,24.1,0
651193,Stallions Esports,Team Spire,1.0,0.5,0.5,1,0,1,0.5,235.5,187.4,48.1,1
649802,Dark Passage,Beşiktaş Esports,0.5,1.0,-0.5,0,1,-1,0.5,118.4,226.9,-108.5,0
651545,AKA HERO,RIZON,0.0,0.5,-0.5,0,1,-1,0.5,185.3,209.5,-24.2,0
649768,Esprit Shōnen,Galions,0.0,0.5,-0.5,0,1,-1,0.5,186.2,183.8,2.4,1
651194,AlQadsiah Esports,VillianArc,1.0,0.5,0.5,1,0,1,0.5,229.6,168.4,61.2,1
645476,100 Thieves,Evil Geniuses,0.5,0.5,0.0,0,0,0,0.5,206.0,181.6,24.4,1
645477,ENVY,LOUD,0.5,0.5,0.0,0,0,0,0.5,209.0,194.2,14.8,0
644662,FULL SENSE,ZETA DIVISION,1.0,0.0,1.0,1,0,1,0.5,219.2,194.0,25.2,1
642937,JD Mall JDG Esports(JDG Esports),Wuxi Titan Esports Club(Titan Esports Club),0.333,0.333,0.0,1,1,0,0.5,199.7,195.2,4.5,1
644663,Gen.G,Paper Rex,0.0,1.0,-1.0,0,1,-1,0.5,207.8,210.1,-2.3,1
642938,Xi Lai Gaming,Wolves Esports,1.0,0.0,1.0,3,0,3,0.5,205.3,178.1,27.2,1
649769,Caldya Esport,Nuxeria Esport,0.333,0.333,0.0,1,1,0,0.5,218.7,180.8,37.9,1
649803,Bushido Wildcats,Misa Esports,0.0,0.667,-0.667,0,2,-2,0.5,162.9,222.6,-59.7,0
650502,KPI Gaming,Ramboot Club,0.5,0.5,0.0,1,1,0,0.5,179.4,198.7,-19.3,1
650503,Falke Esports,HGE Esport,0.5,0.5,0.0,1,1,0,0.5,188.4,192.8,-4.4,1
651546,eSports Cologne,ALTERNATE aTTaX,0.0,0.0,0.0,0,0,0,0.5,180.8,176.3,4.5,0
649770,Joblife,WIP Esports,0.5,1.0,-0.5,1,2,-1,0.5,195.7,205.0,-9.3,0
651380,BAAM Esports,GnG Esports,0.5,1.0,-0.5,0,1,-1,0.5,219.4,195.0,24.4,1
649804,REBORN,FUT Esports Academy,1.0,1.0,0.0,2,1,1,0.5,221.6,212.6,9.0,1
650496,Barça eSports,DNSTY,1.0,1.0,0.0,2,2,0,0.5,205.9,191.9,14.0,0
651547,Eintracht Frankfurt,FOKUS,1.0,1.0,0.0,2,2,0,0.5,219.5,204.9,14.6,1
649771,F9 EICAR,Galions,0.667,0.333,0.333,2,1,1,0.5,194.6,183.8,10.8,1
651381,Gamax Esports,Team RA'AD,1.0,0.5,0.5,1,0,1,0.5,212.4,162.2,50.2,1
645478,Cloud9,LEVIATÁN,0.5,0.5,0.0,0,0,0,0.5,177.6,218.8,-41.2,0
645479,FURIA,NRG,0.5,0.5,0.0,0,0,0,0.5,203.4,184.0,19.4,1
649805,Eternal Fire Passion,Beşiktaş Esports,0.5,1.0,-0.5,1,2,-1,0.5,191.7,226.9,-35.2,0
650504,Otakar Esports,KPI Gaming,0.5,0.667,-0.167,1,2,-1,0.5,225.9,179.4,46.5,1
